laser_image,pixel_x,pixel_y,Xc_mm,Yc_mm,Zc_mm
Laser2.png,3165.0,1526.8543701171875,2.435381649786522,-1.73679439516464,97.89823587969552
Laser2.png,3166.0,1526.88916015625,2.439803296132246,-1.7366542975608523,97.89903468629558
Laser2.png,3167.0,1526.945068359375,2.44422632582311,-1.736421764604617,97.89988602360265
Laser2.png,3168.0,1527.052490234375,2.4486526419733945,-1.7359633777193593,97.90086569772924
Laser2.png,3169.0,1526.843994140625,2.4530593279845756,-1.7368900580847695,97.9010584213891
Laser2.png,3170.0,1526.9232177734375,2.457484024329696,-1.736555157880762,97.90196795558187
Laser2.png,3171.0,1526.699951171875,2.4618898513072796,-1.737546662428396,97.90212385795046
Laser2.png,3172.0,1526.6900634765625,2.466309085779638,-1.737602448903359,97.90281142883258
Laser2.png,3173.0,1526.4078369140625,2.470711074584118,-1.7388524914974257,97.90282040992184
Laser2.png,3174.0,1526.3060302734375,2.4751246140197107,-1.7393112463045621,97.90327902983746
Laser2.png,3175.0,1526.2349853515625,2.4795401329251394,-1.7396353246848535,97.90381418005975
Laser2.png,3176.0,1526.0899658203125,2.4839512062429003,-1.7402838332233344,97.90416502435716
Laser2.png,3177.0,1525.861083984375,2.488356822260916,-1.7412997383866795,97.90430708503031
Laser2.png,3178.0,1525.5855712890625,2.4927594891858385,-1.7425203737028445,97.9043328169125
Laser2.png,3179.0,1525.2403564453125,2.4971577313210975,-1.7440464726602687,97.90418497867373
Laser2.png,3180.0,1524.21875,2.501512723754405,-1.7485379257992886,97.90235212302751
Laser2.png,3181.0,1523.718994140625,2.5059010072083026,-1.7507416670129206,97.90181921263627
Laser2.png,3182.0,1523.224365234375,2.510289574290343,-1.7529226388764625,97.90129923269554
Laser2.png,3183.0,1523.03759765625,2.5146979728015655,-1.7537542241519595,97.90154604566823
Laser2.png,3184.0,1522.677001953125,2.519095072122385,-1.7553475953200437,97.90135995471402
Laser2.png,3185.0,1522.4168701171875,2.5234986034562517,-1.7565006849158324,97.90142404877552
Laser2.png,3186.0,1522.0892333984375,2.5278977994626572,-1.7579496381848847,97.90132001952536
Laser2.png,3187.0,1521.860595703125,2.5323035476076634,-1.7589646374259853,97.90146261432584
Laser2.png,3188.0,1521.17138671875,2.5366793950106956,-1.761998821725714,97.90045776455287
Laser2.png,3189.0,1521.2510986328125,2.5411048730121637,-1.7616619907274114,97.90136851850585
Laser2.png,3190.0,1521.3272705078125,2.545530384438404,-1.7613408585135701,97.90227039456212
Laser2.png,3191.0,1521.49072265625,2.549961458461806,-1.760637029924304,97.90338972891561
Laser2.png,3192.0,1521.927978515625,2.554410612886629,-1.7587329177522406,97.90519119960639
Laser2.png,3193.0,1522.2059326171875,2.558849560151511,-1.7575270039622217,97.90659592579219
Laser2.png,3194.0,1522.7537841796875,2.563306238193209,-1.7551378699306703,97.90867307593527
Laser2.png,3195.0,1523.930419921875,2.5678041948661554,-1.7499916197225098,97.91231708888951
Laser2.png,3196.0,1524.2742919921875,2.5722479727811987,-1.7484964381213828,97.91388628664673
Laser2.png,3197.0,1524.45556640625,2.5766812276557136,-1.7477143823057815,97.91505024165481
Laser2.png,3198.0,1524.5172119140625,2.5811067332515174,-1.7474566308342392,97.91591625204778
Laser2.png,3199.0,1524.81787109375,2.585548042777301,-1.7461509371149064,97.91737782425115
Laser2.png,3200.0,1525.08935546875,2.589987563269613,-1.7449730404841093,97.91876678988929
