X,Y
0.0,333.98992919921875
1.0,333.8668212890625
2.0,333.9564208984375
3.0,333.8365173339844
4.0,333.6477355957031
5.0,333.8924865722656
6.0,333.572998046875
7.0,333.17071533203125
8.0,333.4851379394531
9.0,333.2041320800781
10.0,333.3189392089844
11.0,333.441162109375
12.0,333.41363525390625
13.0,333.3218688964844
14.0,332.9565124511719
15.0,333.2713928222656
16.0,332.94683837890625
17.0,332.952392578125
18.0,332.9306640625
19.0,332.91973876953125
20.0,332.6455383300781
21.0,332.5625
22.0,332.80792236328125
23.0,332.4469299316406
24.0,332.4702453613281
25.0,332.4588623046875
26.0,332.1966552734375
27.0,332.06640625
28.0,332.05780029296875
29.0,332.3033447265625
30.0,331.77392578125
31.0,331.8580017089844
32.0,331.9400939941406
33.0,331.58935546875
34.0,331.32000732421875
35.0,331.8500061035156
36.0,331.7823486328125
37.0,331.7608337402344
38.0,331.2088928222656
39.0,331.40350341796875
40.0,331.14373779296875
41.0,331.25787353515625
42.0,331.383544921875
43.0,331.0848388671875
44.0,331.27410888671875
45.0,331.12054443359375
46.0,331.2092590332031
47.0,331.0198974609375
48.0,330.6894226074219
49.0,330.9921875
50.0,331.0805969238281
51.0,332.7013854980469
52.0,335.5321960449219
53.0,339.05950927734375
54.0,340.74810791015625
55.0,340.73486328125
56.0,345.32757568359375
57.0,347.3801574707031
58.0,348.59588623046875
59.0,349.4844665527344
60.0,350.08807373046875
61.0,351.17645263671875
62.0,352.39630126953125
63.0,352.8571472167969
64.0,353.6482849121094
65.0,355.0545349121094
66.0,356.06121826171875
67.0,356.0148620605469
68.0,357.3717956542969
69.0,356.70562744140625
70.0,356.82403564453125
71.0,357.2429504394531
72.0,357.650390625
73.0,359.1366882324219
74.0,357.9420166015625
75.0,359.8243713378906
76.0,359.05535888671875
77.0,359.261474609375
78.0,360.87408447265625
79.0,359.898193359375
80.0,360.6208190917969
81.0,360.7128601074219
82.0,360.5579833984375
83.0,360.8655700683594
84.0,360.31817626953125
